id,title,year,field,B3_topic_pair_rarity
R312,Regularizers for Structured Sparsity,0,ALL,0.10876119329415197
R313,Exact block-wise optimization in group lasso and sparse group lasso for linear regression,0,ALL,0.10876119329415197
R314,An Introduction to Conditional Random Fields,0,ALL,-0.005209409215154552
R315,Ultra-high Dimensional Multiple Output Learning With Simultaneous Orthogonal Matching Pursuit: A Sure Screening Approach,0,ALL,0.10876119329415197
R316,Hyper-sparse optimal aggregation,0,ALL,-0.011198121774458435
R317,Foundations of a Multi-way Spectral Clustering Framework for Hybrid Linear Modeling,0,ALL,-0.005209409215154552
R318,A D.C. Programming Approach to the Sparse Generalized Eigenvalue Problem,0,ALL,-0.005209409215154552
R319,Matrix Completion from Noisy Entries,0,ALL,-0.005209409215154552
R320,Sparse Canonical Correlation Analysis,0,ALL,-0.005209409215154552
R321,SpicyMKL,0,ALL,-0.005209409215154552
R322,High-dimensional variable selection for Cox's proportional hazards model,0,ALL,-0.005209409215154552
R323,Incorporating Side Information in Probabilistic Matrix Factorization with Gaussian Processes,0,ALL,-0.005209409215154552
R324,Quantum learning: optimal classification of qubit states,0,ALL,-0.005209409215154552
R325,Graph-Valued Regression,0,ALL,0.10876119329415197
R326,NESVM: a Fast Gradient Method for Support Vector Machines,0,ALL,-0.005209409215154552
R327,Hierarchical Semi-Markov Conditional Random Fields for Recursive Sequential Data,0,ALL,-0.005209409215154552
R328,Model Selection by Loss Rank for Classification and Unsupervised Learning,0,ALL,-0.005209409215154552
R329,Using a Kernel Adatron for Object Classification with RCS Data,0,ALL,-0.11438235800755774
R330,On the numeric stability of the SFA implementation sfa-tk,0,ALL,-0.005209409215154552
