CumulativeMethodScore,CumulativeTaskScore,CumulativeMethodTaskPairScore
4.408772100023697e-06,3.870263674217665e-06,6.109587762118746e-05
0.0,0.0,0.0
0.0,8.451046274867867e-07,0.0
5.185452160516192e-06,1.2806672031344574e-06,3.634083434755072e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.888341070735203e-06,9.636490895077792e-06
7.251886728762713e-07,0.0,8.220747263889374e-06
0.0,0.0,0.0
0.0,1.0254899308073616e-05,1.592633594328554e-05
1.1256285514931542e-06,7.738921533664182e-07,1.0952232558295835e-05
9.689522467238989e-07,1.1432659884085378e-06,7.5126888465842914e-06
0.0,0.0,0.0
7.388131474255695e-06,1.353683065346504e-06,5.453402918804081e-05
4.462902824212725e-06,1.7249169922931217e-06,3.0674440588500916e-05
9.359228383545424e-06,0.0,3.094972015734298e-05
0.0,0.0,0.0
0.0,0.0,0.0
1.0625834187648638e-06,5.987247423866035e-07,1.1112842811238675e-05
0.0,2.057740736864023e-06,2.997083827058999e-06
1.522471203327977e-06,0.0,4.851335075338978e-06
0.0,0.0,0.0
4.995249196323709e-06,0.0,8.024759463066156e-06
4.034900474216583e-06,1.943492812768976e-06,1.498341024195095e-05
0.0,0.0,0.0
0.0,1.550245165221099e-06,5.9313773483940694e-06
9.584073944943125e-06,0.0,1.8401663941942704e-05
2.5776915918329743e-06,1.2909588532983124e-06,2.9609504188208552e-05
1.1360618848634862e-06,2.7211001047137896e-06,1.651199681327096e-05
0.0,7.555789678614378e-07,2.9737047103205447e-06
0.0,0.0,0.0
0.0,9.897225904411676e-07,8.962799375104665e-06
4.795602986310836e-06,2.7065589806688718e-06,5.458952742736744e-05
0.0,3.226731087373211e-06,6.272046226747524e-06
3.0073207679829403e-06,0.0,3.8030106629155297e-06
0.0,4.5021027703160985e-06,8.446137285128634e-06
0.0,0.0,0.0
0.0,6.767316810556584e-06,0.0
0.0,0.0,0.0
1.8054567159935713e-06,0.0,2.6364280120422453e-05
7.530958090279e-06,1.6683219703767573e-06,0.0
0.0,4.718445766225808e-06,4.718445766225808e-06
7.968939062208171e-07,5.114208956799256e-06,8.052476460192239e-06
0.0,0.0,0.0
7.010132528351565e-07,1.5266495549667067e-06,1.0795095685211057e-05
5.394224506406858e-06,0.0,2.0426636084257254e-05
0.0,0.0,0.0
4.1296814029244786e-06,2.853281434792357e-06,4.443797646494153e-05
5.233962628150057e-07,5.9672746006441616e-06,6.244046416517821e-05
0.0,0.0,0.0
0.0,0.0,0.0
8.889456180935474e-07,0.0,6.250664973811545e-06
2.079539190910517e-06,3.922874142983003e-06,3.842711414881253e-05
0.0,0.0,0.0
0.0,0.0,0.0
3.182526967827538e-06,1.1193445282276608e-06,4.0657656687922506e-05
6.7630775878713434e-06,6.731034357030757e-07,2.7097091872872782e-05
6.693417184463009e-06,0.0,6.693417184463009e-06
9.441837616101665e-06,1.23954566948823e-06,1.0681383285589895e-05
3.353972324727163e-06,1.5023267556624892e-06,1.4857269317782985e-05
0.0,1.4410524833743108e-06,4.271484939216415e-06
0.0,1.099903028141533e-05,1.5070167180433091e-05
3.096015316149977e-06,0.0,5.4531333904089745e-05
1.4277555316242415e-06,0.0,1.5145398455002328e-05
0.0,2.112162042311969e-06,1.3700630611775283e-05
0.0,8.434275935884786e-06,1.1807237964694838e-05
0.0,0.0,0.0
1.9249460855699267e-06,0.0,2.8757305089186457e-06
7.096153753990994e-07,0.0,1.3821959783420117e-06
2.1770791798523123e-06,3.78338529768675e-06,5.9604644775390625e-06
5.324945038141815e-06,2.6175498912104044e-06,7.007761589139565e-05
2.3455194044169574e-06,0.0,2.887641992591207e-05
5.193768350176328e-06,1.1728450263993475e-06,1.2572756877772106e-05
0.0,0.0,0.0
0.0,0.0,0.0
2.9294031600188222e-06,3.903440561193457e-06,4.187812064966266e-05
3.1808726738167276e-06,4.758321851197433e-07,4.152494511680725e-05
0.0,2.8547389333978857e-06,4.831708714219587e-06
1.4458003967676388e-06,2.111874152898242e-06,2.1464017543894705e-05
2.4017814631813203e-06,1.9245886119437447e-06,1.8979973828062666e-05
6.573880408849103e-06,1.3572914798898503e-06,3.2326963991638686e-05
1.5503285750807498e-06,0.0,7.483919207611777e-06
3.127373236117806e-06,4.4730124476165796e-07,2.0312841399467987e-06
4.104653194663578e-06,0.0,5.2859265740406065e-06
0.0,6.842719416138426e-06,1.0616941955187585e-05
0.0,1.5125746685868186e-06,2.7877901638575424e-05
0.0,2.6865147023676176e-06,7.67975071457893e-06
0.0,5.068950814427111e-06,0.0
6.1313666854058495e-06,0.0,2.9444128195904567e-05
4.295168493103186e-06,3.988078499835853e-06,2.910395568688581e-05
0.0,1.4126357808948332e-06,9.68816462605339e-06
0.0,3.833142505341063e-06,7.253651922914369e-06
1.4628666715449235e-06,0.0,2.7071358723728232e-06
0.0,1.4151437012728472e-05,1.6834035841308954e-05
0.0,3.882145376974559e-06,7.369783638161663e-06
0.0,0.0,0.0
0.0,1.3930648577838377e-06,1.7272564544163973e-05
3.5877241643372436e-06,3.919805751080359e-06,4.03974116002028e-05
3.4875426966820648e-06,4.9458435617139955e-06,1.9074142226839946e-05
7.465273148892771e-07,4.282660040126769e-06,1.4301584252694436e-05
3.2210237834973427e-06,0.0,1.4855580666421927e-05
0.0,2.342714498629001e-06,0.0
2.1250865014305996e-06,0.0,5.494534800458347e-06
9.561671754234223e-07,1.9579826581283023e-06,1.1611320406913049e-05
0.0,0.0,0.0
4.511601088996424e-06,9.133833291293582e-07,0.000108871080319773
0.0,7.804474563347756e-06,7.804474563347756e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.951645125936668e-06,0.0
3.0308474980494396e-06,4.621404310402004e-06,2.1917014402318212e-05
0.0,5.645163488829803e-06,5.645163488829803e-06
6.6974413694733305e-06,7.358767025359892e-06,3.245383145161761e-05
0.0,0.0,0.0
0.0,2.5465549071940738e-06,0.0
1.800553257599142e-06,3.806408149997878e-07,2.8908496302442098e-05
1.3822838561640948e-06,0.0,4.491419883461996e-06
1.4974661286089525e-06,0.0,2.8414107252037536e-06
3.056240414644054e-06,1.529038148384415e-06,6.681917639951658e-06
0.0,1.7567124500054595e-06,6.404173547510356e-06
0.0,3.374782742848403e-06,5.932168068748502e-06
2.1611646400178493e-06,1.5441808354529653e-06,1.5687949509826617e-05
0.0,2.0559836067946917e-06,0.0
0.0,3.2519212045861074e-06,3.2519212045861074e-06
0.0,4.3309019096028795e-06,0.0
2.3358490372619467e-06,7.171614843155256e-06,4.119908419621298e-05
6.894972672344246e-07,1.1689109730567119e-06,2.2716264122717957e-05
0.0,4.4926640978324274e-06,1.4193152559078581e-05
0.0,5.6920043472085375e-06,1.545191029002722e-05
4.217511667292379e-06,3.025028707327558e-06,1.1920928955078125e-05
2.6772231510098486e-06,1.3629373806979329e-06,9.179314318680953e-05
3.261157114959543e-06,1.0963187613633936e-06,2.4066954251115527e-05
9.59218700031907e-07,2.8734969114919237e-06,1.8745572169674637e-05
9.384837144063665e-07,8.149151250617811e-07,2.094751796797622e-06
1.1086121493104912e-05,3.203933486961689e-06,5.005212454064807e-05
0.0,1.6865929466346408e-06,5.249480418917727e-06
2.04633423356439e-06,3.6358824531598957e-06,4.191552347123116e-05
0.0,4.0705030589831e-06,8.759501759311375e-06
0.0,4.142544551248825e-06,1.3016212529344213e-05
0.0,4.1233184590870565e-06,0.0
0.0,9.57875347360879e-07,6.628777876024575e-06
2.8028045303230696e-06,9.552851311084136e-07,2.507922717216599e-05
5.658760632165101e-06,0.0,5.658760632165101e-06
2.517169630825973e-06,0.0,3.1614133765631847e-06
0.0,0.0,0.0
0.0,5.852471494131771e-06,1.014455059512305e-05
7.416428510845581e-07,0.0,1.5247985988048683e-06
5.046986605778314e-06,8.693525325331704e-07,3.372823657100643e-05
0.0,6.42875245686869e-06,1.9448744285811213e-05
4.7711443257660495e-06,7.06826115377927e-06,2.67816203791619e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.3295816181281052e-06,2.6152616534248408e-05
0.0,9.528004223464605e-07,2.260774029517772e-06
0.0,0.0,0.0
3.227519709139292e-06,1.8020610620449318e-06,4.969548953884194e-05
0.0,1.2560254948107197e-06,2.1364617785403137e-05
2.6273417737252987e-06,4.809782629989524e-06,1.0844036983832388e-05
1.6092248084648625e-06,2.2215280438287396e-06,1.1459726234721723e-05
6.240639800516106e-06,0.0,9.923197345229401e-06
0.0,0.0,0.0
2.9782337924030207e-06,8.41397298913325e-07,0.00014477401930738343
3.0790342702605652e-06,0.0,7.062672175036856e-06
2.422548957732507e-06,0.0,8.49107083761008e-06
0.0,5.87084544124708e-06,8.007727902385031e-06
0.0,0.0,0.0
8.123923022552264e-06,2.0109997166210646e-06,2.3269625898254595e-05
6.126628910759352e-06,6.06019164757732e-07,4.5992517758420484e-05
3.0865709963842755e-07,0.0,2.935402933469276e-06
2.995158043826004e-06,3.901790125416364e-06,1.1920928955078123e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.8484444363032294e-06,3.8484444363032294e-06
1.6976676998505004e-06,8.076293978022455e-07,1.4165764619072375e-05
0.0,4.2469076512575555e-06,1.6729653683098246e-05
6.5769809634852164e-06,4.846890617783985e-07,4.238479102325182e-05
6.6755936111471736e-06,0.0,8.609897270241354e-06
1.4056292049050884e-06,4.839743606426837e-07,2.4397236334979002e-05
6.927651032212348e-06,0.0,9.560235184271915e-06
3.927217192679311e-06,0.0,2.137215748952632e-05
6.907554162876898e-06,2.526806120655163e-06,1.988953365348604e-05
0.0,5.803152020928342e-06,0.0
0.0,5.0630704604336485e-06,8.41344700762877e-06
9.921058019740014e-06,3.3701292621069165e-06,5.010754587861689e-05
0.0,1.6088080950874595e-06,3.1590175759457047e-06
0.0,2.3544329583807775e-06,1.297049459095952e-05
0.0,0.0,0.0
0.0,1.1869631949665484e-06,4.358871204618351e-06
0.0,0.0,0.0
0.0,1.4092682631608248e-06,1.0332664739844338e-05
0.0,8.000681412567306e-07,3.7973431973208315e-06
1.1095875236183612e-06,1.7142832042824623e-06,1.8602254085432794e-05
2.0652692501217847e-06,0.0,0.0
5.2996488892043355e-06,8.332029266809219e-06,4.45517019259762e-05
0.0,0.0,0.0
7.094794761625069e-06,0.0,1.2793832045061279e-05
0.0,0.0,0.0
1.0053753119607855e-06,5.590311160647295e-06,3.0101763479595844e-05
0.0,0.0,0.0
8.603646876184693e-06,1.0902041380597524e-06,3.4036728363717346e-05
1.3278277644812794e-06,0.0,3.546662270314262e-06
0.0,1.1144980423574076e-06,5.316267133504065e-06
4.569571650861428e-07,4.220032893044141e-06,1.7842320774787137e-05
2.2684661273334443e-06,0.0,3.5043186805061916e-06
0.0,1.961130761570212e-07,4.709928798692397e-06
3.653503785892798e-06,0.0,3.653503785892798e-06
0.0,0.0,0.0
9.946473628050983e-07,0.0,2.6827058727858923e-06
3.444244601659478e-06,0.0,9.340789529895247e-06
0.0,5.0536075021341096e-06,2.8859426121179923e-05
9.587729308226178e-06,1.7405197917655719e-06,2.6431185348810574e-05
4.3538609627891005e-06,0.0,4.031043803933991e-05
0.0,4.53661833232496e-06,4.748923687274297e-06
2.5316957048408855e-06,1.4214614013761457e-06,2.6825086819027223e-05
0.0,0.0,0.0
1.1396775632871068e-06,5.410884058852972e-06,1.645036275036551e-05
1.6282442241811126e-06,4.833318698318354e-06,9.521590705594173e-06
0.0,0.0,0.0
0.0,1.1211082163418196e-06,0.0
0.0,3.146728521642843e-06,9.99180425657834e-06
0.0,4.0120644772529536e-06,5.3311516095867795e-06
4.985791342432351e-06,0.0,7.492750497451796e-06
0.0,3.961887789310509e-06,1.8686686756501646e-05
1.9335868470753443e-06,3.104614618419516e-06,1.7330232650461984e-05
0.0,3.1281016054558515e-06,4.606867749420702e-06
0.0,0.0,0.0
0.0,6.856428077870506e-07,3.0716361738497894e-06
0.0,7.389258420953015e-07,1.0471145170698929e-06
7.99008701258413e-06,0.0,1.74716828383991e-05
1.4716431982832457e-06,4.237480666915477e-06,3.6493553203555804e-05
0.0,0.0,0.0
0.0,0.0,0.0
6.840975064659743e-06,1.634587056933453e-06,1.877666595576779e-05
0.0,6.924286150056458e-06,8.571155913482117e-06
0.0,1.6312675104581314e-06,5.267153023287015e-06
0.0,5.1664969313485595e-06,7.257318805939764e-06
2.3232576665867014e-06,2.032689273876532e-06,3.126470489951211e-05
0.0,0.0,0.0
4.6903022060241535e-06,0.0,1.001565400226804e-05
0.0,2.33535775841071e-06,2.33535775841071e-06
5.159211638648192e-06,0.0,2.1715851428704875e-05
7.383893352902391e-07,9.787463832702383e-07,2.9646417893071073e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.029089776532115e-07,5.497746603199193e-06
0.0,0.0,0.0
0.0,1.4591100991022992e-06,5.212920978031142e-06
0.0,0.0,0.0
5.253445977895204e-06,4.340589083519617e-06,2.0182558028835452e-05
1.1643839965080694e-06,2.8971082579210047e-06,1.1454125285543114e-05
2.2069396641431053e-06,5.120825845528208e-06,7.692991273469367e-06
9.01694511810066e-06,2.9039838369774657e-06,1.1920928955078125e-05
1.0300543211435415e-06,0.0,1.5036434906606264e-05
3.518613516245329e-06,4.883701922587466e-06,8.402315438832795e-06
0.0,7.195935203819831e-06,7.195935203819831e-06
3.044610606132954e-06,0.0,1.6974591529819e-05
2.3133120897125407e-06,0.0,3.27055440596606e-06
2.4129966679081844e-06,2.7165873013738506e-06,2.7154890141157233e-05
1.189216512596964e-05,0.0,2.0357622210177087e-05
3.906450684206401e-06,2.2598805167219543e-06,4.1140940022501844e-05
6.540729957475638e-06,3.584619962768975e-06,2.127417836190226e-05
0.0,2.629076849157185e-06,8.662602246374379e-06
0.0,0.0,0.0
7.363539386939808e-06,0.0,8.082581163589836e-06
4.481571719276994e-06,1.685506007536949e-06,1.1920928955078127e-05
1.1385791653162587e-05,0.0,1.822413446181774e-05
0.0,2.7313851027202878e-06,5.904323715559286e-06
2.8446873019202188e-06,0.0,4.61000225098048e-05
4.6451109017486325e-06,1.27667334599497e-06,5.1414449617898786e-05
0.0,0.0,0.0
4.4772759665106285e-06,1.327126102791236e-06,2.8401565611013342e-05
6.088911342537496e-06,0.0,2.5541327131184613e-05
0.0,1.436686017792849e-05,1.436686017792849e-05
0.0,9.226726872987559e-07,5.976552119103388e-06
7.314725046762153e-07,3.4193103341708296e-06,2.378765387358063e-06
1.8675086910796342e-06,0.0,6.629329694209642e-06
7.021104297339356e-06,0.0,1.3686456270208502e-05
3.745318567471592e-06,7.064266580094925e-06,9.191004109634984e-06
9.098604361319122e-07,2.7899447753612545e-06,2.9472829200373893e-06
0.0,1.8125194299578978e-06,5.400871758789341e-06
0.0,2.7081043599444568e-06,1.5883884725840017e-05
0.0,3.1364210798743642e-06,0.0
1.9152120618580024e-06,1.2459202639919994e-06,1.1842765869123841e-05
0.0,0.0,0.0
0.0,5.828761907253291e-07,8.13895818273099e-06
2.7185671597810393e-07,0.0,1.432721007725427e-06
0.0,8.04656410010565e-06,1.7189858472774097e-05
0.0,9.342955610605472e-07,0.0
1.6645191865521452e-06,0.0,4.657241620047778e-06
0.0,0.0,0.0
1.34484600372142e-06,9.231236947635285e-06,1.0576082951356706e-05
0.0,0.0,0.0
0.0,4.343835294243211e-06,0.0
4.825086298847625e-06,0.0,1.7662479248131124e-05
2.64005284353375e-06,1.6884708822587631e-06,8.575713820068438e-06
0.0,3.3508006450314426e-06,7.074412614454494e-06
0.0,3.440754240703887e-06,1.2553325729538265e-05
0.0,0.0,0.0
8.48781825390964e-07,6.878347481559095e-06,2.5406237399263022e-05
3.389661878353102e-06,2.894009613546292e-06,7.583925325308086e-06
1.059288831861397e-06,2.242117699489266e-06,1.697645218931733e-05
3.515561520697062e-06,0.0,2.3744275976703886e-06
0.0,0.0,0.0
0.0,3.7201262202920955e-06,6.330422029578687e-06
1.5338430374527802e-05,0.0,1.5338430374527802e-05
0.0,4.576005398248555e-06,4.576005398248555e-06
1.5510074456887956e-06,0.0,1.5510074456887956e-06
8.941509886709117e-07,5.516204091268848e-06,3.80424057502654e-06
1.573042022431865e-05,0.0,1.573042022431865e-05
5.783758246766551e-06,7.199844326156858e-07,5.359158855484637e-06
3.280112620476595e-06,0.0,7.947707447438713e-06
0.0,1.8345567775806339e-06,3.2044660868646737e-06
1.0963449058435512e-06,2.420269413835832e-06,2.395432822201675e-05
6.880614033258181e-07,3.1123517603511942e-06,8.8510588566114e-06
0.0,2.3167969000407073e-06,3.6112824630226565e-06
4.2650401868390985e-06,0.0,9.922326906534368e-06
4.066920899023071e-06,0.0,5.071754685648025e-06
0.0,0.0,0.0
3.0772116098706754e-06,4.779739728454218e-07,6.779790355486575e-05
0.0,3.7792587305777463e-06,5.6845775791986214e-06
2.9226514220793498e-06,2.8087747538265863e-06,1.5641997144894796e-05
4.966523632190346e-06,2.902682897226406e-06,2.6138563909891692e-05
5.897220748204389e-07,0.0,0.0
4.839549203249565e-06,1.6435875894837623e-06,1.8691221402774062e-05
2.5655256579900405e-06,1.3580973062835931e-06,1.8829645528235906e-05
8.214779775503565e-06,0.0,2.6025018261346678e-05
4.258568024236592e-06,0.0,7.220709794319037e-06
0.0,0.0,0.0
0.0,4.1866080420625975e-06,1.985226837414402e-05
1.095568935277999e-06,4.985701320875209e-06,1.3852451193859732e-06
0.0,1.2203533540270688e-05,4.201724580924024e-05
4.479152545715831e-07,1.4244312070383637e-06,1.1054650057234307e-05
3.907581389584503e-06,0.0,6.062731371300855e-05
2.1633501164944697e-06,0.0,1.2850015389276964e-05
0.0,0.0,0.0
0.0,0.0,0.0
2.088198443380208e-05,1.0420066722540004e-06,5.1801427254661976e-05
6.3175362712892415e-06,0.0,6.3175362712892415e-06
8.449763808248488e-06,5.8003945137306204e-06,5.1107157040304775e-05
1.941812642025668e-06,0.0,7.955552761506729e-06
1.7868495859522376e-06,7.841611849948692e-07,2.559812652960643e-05
9.239051934557846e-06,2.6818770205202783e-06,1.1920928955078125e-05
0.0,7.022409914944275e-06,7.022409914944275e-06
5.5457764088663964e-06,1.5990172081282931e-06,2.5895888843948918e-05
4.909962351430163e-07,4.909962351430163e-07,2.9316589544973902e-06
1.5284118664720517e-05,0.0,2.1323041629682475e-05
0.0,4.692728435580485e-06,7.38263779503011e-06
1.2882907506511442e-06,0.0,1.0668818935142044e-05
0.0,0.0,0.0
3.14414178903545e-06,1.0368996511305708e-06,6.944515127145302e-06
8.360960592625976e-07,6.044092581024708e-06,2.0494242774389727e-05
0.0,0.0,0.0
0.0,4.70621969120595e-06,4.70621969120595e-06
4.923375571040053e-06,1.7932760884797134e-07,5.013926207396647e-05
0.0,1.8886445806148468e-06,2.8580544722252987e-06
6.838533510417009e-06,0.0,9.584625178750572e-06
2.366822725892263e-06,5.25870729952185e-07,7.632752199204392e-06
0.0,2.4015237416636726e-06,7.672492458370151e-06
5.048292271017013e-06,6.598079435298908e-07,5.752815455109123e-05
2.852180160505578e-06,4.0863785339892925e-06,2.384185791015625e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.035375877927728e-06,2.5847454139931892e-06
3.711075699342353e-06,0.0,6.404862834476272e-06
1.4563261445019008e-06,5.3668467029005115e-06,0.0
8.703996840743937e-06,0.0,8.703996840743937e-06
0.0,0.0,0.0
1.8320990409852494e-06,3.895765791999819e-06,3.7877664146973524e-06
1.9325841827601582e-06,0.0,3.205328704201594e-06
0.0,4.6215760401096743e-07,7.907836265136831e-06
0.0,0.0,0.0
0.0,1.522579467096171e-05,1.522579467096171e-05
0.0,4.00763373103586e-06,1.5257005421205016e-05
0.0,3.0562161329903934e-06,2.1942771316446918e-05
0.0,5.904740748025235e-06,1.4645481205386011e-06
4.840216114520388e-06,1.3899099824983076e-06,1.6058657871899732e-05
0.0,0.0,0.0
7.653120857584453e-07,2.795073338637649e-06,1.8941175315302437e-05
0.0,0.0,0.0
0.0,8.394971084914911e-06,0.0
1.81999064534681e-05,0.0,3.457919301400552e-05
1.8542343611256762e-06,2.5493695638610762e-06,1.74150317827015e-05
5.968366857624765e-06,6.556353118799022e-07,2.1486763281358803e-05
2.7170712850656854e-06,0.0,6.016580066722818e-06
0.0,0.0,0.0
0.0,1.1087341514008306e-06,2.5242954641399893e-06
3.0884568954772664e-06,0.0,0.0
0.0,1.8152385522403014e-06,3.880859015915946e-06
0.0,2.0820154021492255e-06,9.966013089568147e-06
2.4437625322365397e-06,0.0,7.264392121231419e-06
4.732945142189505e-06,0.0,4.732945142189505e-06
3.4951330425865203e-06,2.424252748447467e-06,2.5591929578771532e-05
3.2613372405358894e-06,5.587895700709812e-06,5.14562485195131e-05
4.2738214268119955e-06,4.1270735803588024e-06,5.988305395090022e-05
0.0,0.0,0.0
0.0,1.700819260920715e-06,6.528001364026302e-06
0.0,2.0980895728108754e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.041922806808625e-06,2.8931674000436205e-06,4.582018689771655e-05
0.0,2.2336861394097455e-06,3.2438530680260577e-06
0.0,2.916743447758601e-06,2.916743447758601e-06
9.544510475470343e-07,2.6004115663216577e-06,7.653584114275031e-06
0.0,2.794248719926538e-06,3.76785220653043e-06
4.957150318795849e-06,0.0,6.370147752743619e-06
0.0,3.99928340997967e-06,6.029420431009574e-06
9.42725172962444e-06,0.0,7.571125194713883e-06
7.306604248733214e-06,0.0,1.385891021733123e-05
0.0,3.4615018663708226e-06,0.0
0.0,0.0,0.0
0.0,9.81293355149335e-06,9.81293355149335e-06
4.3073221866070855e-06,0.0,0.0
7.301838395346004e-06,4.61909055973212e-06,1.1920928955078125e-05
0.0,1.0930380962323576e-05,1.0230760923795468e-05
7.137767859579484e-06,4.783161095498642e-06,1.1920928955078125e-05
8.620696712289581e-06,2.3560570138125223e-06,1.3627488949189303e-05
0.0,0.0,0.0
1.4700913930973511e-06,2.1664708046995716e-06,1.632805900591392e-05
0.0,8.701176390761557e-06,1.690083604468117e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.7237059270984908e-06,6.036620303242482e-06
1.6252469262333693e-06,5.075374591113431e-07,7.593729779498825e-06
4.927466380848869e-06,0.0,7.564071074322929e-06
1.2223527044820842e-06,2.833413008016453e-06,1.1821045736867728e-05
6.68427427738106e-06,1.264827600044538e-06,7.6159521057255e-05
2.0486772079177225e-06,8.24719978768137e-06,3.928197515021751e-06
6.306322452331529e-06,3.494732971467968e-06,2.0574529921747023e-05
0.0,0.0,0.0
1.768470167501687e-06,0.0,5.457104068236448e-06
7.859383125788341e-07,3.862725151339044e-06,1.699343861820242e-05
2.9791456756286723e-06,8.834610054706433e-07,4.4273194536766336e-05
0.0,0.0,0.0
1.3631945130097064e-06,7.433662815460238e-07,2.5712843078287874e-05
0.0,2.346789532121109e-06,6.092238842584003e-06
1.1977681140206377e-05,1.568255673563064e-06,3.395013234610616e-05
5.036503389755571e-06,0.0,0.0
3.430176944575636e-06,3.35213008297766e-07,4.161986319509216e-05
0.0,0.0,0.0
3.723534941967709e-06,2.236929535571353e-06,5.9604644775390625e-06
0.0,1.8892055585386152e-06,3.1296278585894533e-06
1.0300623398164004e-06,4.183754272369577e-06,1.7586927431284606e-05
9.466841567917418e-06,0.0,9.466841567917418e-06
6.075154549973868e-06,0.0,2.5544811384907546e-05
9.317622715548949e-07,0.0,3.82917481620954e-06
0.0,0.0,0.0
4.390434173116745e-06,1.198532550445441e-06,1.531140277609146e-05
7.274412599916335e-06,0.0,1.9081461314425376e-05
1.8278495768467195e-06,0.0,1.0526525343927164e-05
7.2078791632336066e-06,0.0,4.740560047310271e-05
8.565897339385155e-06,0.0,1.0354888227025239e-05
1.018820299335362e-06,0.0,4.02247546693826e-06
3.4442367023600033e-06,3.0707319567273895e-06,1.5072239874062976e-05
1.2475293615696608e-05,0.0,3.7684727788748484e-05
5.940781691104439e-06,3.6638711725758064e-06,3.705932025737529e-05
5.077320630666981e-06,1.5655385661942488e-06,4.0940336316085256e-05
4.969010268871054e-06,3.2162833306047154e-06,6.880814844796259e-05
2.484695079959942e-06,2.4916114452957745e-06,9.10642359460116e-06
0.0,8.256244562287792e-07,6.44584848653016e-06
2.58027813493933e-06,0.0,1.2459118128352129e-05
4.574051800268951e-07,0.0,9.874660657262017e-07
2.097290408377036e-06,7.726348138324052e-06,9.823638546701088e-06
3.84927087453956e-06,0.0,1.2128609744361921e-05
0.0,2.7108839911494897e-06,2.4212503302726547e-05
4.118438823791544e-06,0.0,1.0728516730669776e-05
5.944732479395855e-06,4.996685659046513e-07,3.649974730190057e-05
3.9178828947201025e-07,0.0,0.0
4.943920144217813e-06,0.0,6.699283457742821e-06
0.0,0.0,0.0
0.0,1.4139092791125607e-06,2.43395531575226e-06
0.0,6.803597735053573e-06,8.016425780861656e-06
3.8345104004132385e-06,0.0,5.118779960245004e-06
1.3910209747650264e-06,0.0,6.28342634050208e-06
0.0,3.122663704393813e-06,1.460499226234436e-05
2.6468746573147675e-06,0.0,7.249812911233107e-06
6.550892231477967e-06,0.0,3.611215685606803e-05
4.135485800589714e-06,0.0,7.047748401110385e-06
0.0,0.0,0.0
0.0,0.0,0.0
8.310777494666502e-07,3.1890183878323657e-07,2.1366611105284654e-05
1.9822021355863345e-06,0.0,7.1361196965371405e-06
0.0,6.419673455454783e-06,6.572910300642832e-06
1.1024566342175247e-06,0.0,5.742100276904732e-06
0.0,0.0,0.0
1.2257147758561615e-05,2.9599714042460073e-07,5.335584350950511e-05
1.547499400852197e-06,3.0611490622063666e-06,3.511650237378908e-05
8.78941196696288e-07,7.553520007505034e-06,2.5341531197601368e-05
0.0,2.2950903268705014e-06,4.619417299523444e-06
2.0904745989523997e-06,2.0904745989523997e-06,3.1472029782658202e-06
1.0945878578648973e-06,6.438774478406813e-06,1.2459817756271251e-05
2.597188744083884e-06,0.0,1.8094761638238643e-05
0.0,0.0,0.0
6.726536931837078e-06,0.0,8.690120234259218e-06
5.916109086823453e-06,0.0,2.2122601230168173e-05
8.675969153016233e-07,0.0,1.8610220657118902e-05
6.158052303324914e-06,0.0,6.313296836981421e-06
0.0,0.0,0.0
4.279702785301995e-06,3.729983512450912e-06,3.074735040151814e-05
8.32558689096786e-06,2.5214538859296435e-06,3.2970108597896386e-05
0.0,0.0,0.0
2.764366171863795e-06,0.0,4.976484937923981e-06
4.845817260360217e-06,0.0,4.845817260360217e-06
0.0,8.787854589306674e-07,0.0
3.372730168827456e-06,0.0,1.1786223197617813e-05
1.0061162722706323e-06,0.0,8.109259117679675e-06
2.690808345018644e-06,2.703648759336971e-06,1.5412758167408802e-05
0.0,0.0,0.0
3.989576637816664e-06,0.0,4.997788411045036e-06
0.0,0.0,0.0
0.0,0.0,0.0
4.452662651221046e-06,6.751438158951706e-07,8.990258895959982e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,7.28056399286115e-06,1.2398672675719467e-05
0.0,0.0,0.0
2.7671230920514806e-06,1.0610258168204458e-06,0.00011596135599319576
1.631395615153937e-06,6.864250620613586e-06,5.962945498617194e-05
3.8018393414699005e-06,0.0,3.8018393414699005e-06
0.0,5.86101731199041e-06,2.0525662270054922e-05
3.4693481873066322e-06,5.204492156232482e-06,1.574056349526515e-05
4.3930312375364885e-06,3.375931912250595e-06,2.5838459533515026e-05
5.291571129398276e-06,0.0,2.5279922792703212e-05
6.3263598679240455e-06,0.0,2.727528889872683e-05
6.666356714028811e-06,0.0,1.7734345999987735e-05
6.627353076415541e-06,0.0,6.627353076415541e-06
2.425846166945508e-06,0.0,6.861447250162464e-06
7.005828779730915e-06,0.0,1.0596611030334718e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.5081332578038637e-06,3.5081332578038637e-06
0.0,4.23769051475778e-06,6.5052412616238606e-06
